param_criterion,param_max_depth,param_n_estimators,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
entropy,100,266,0.5994542290484394,0.6439172949424539,0.5867239917833516,0.6278085398617829,0.5964976499799282,0.6108803411231911,0.021442720374453463,36
entropy,100,300,0.5991537008233896,0.641283203887639,0.5960128744768,0.6237565065339694,0.6026685610789102,0.6125749693601416,0.01733066567879238,26
entropy,116,1,0.33102066661286944,0.3560206786202853,0.3248032627097558,0.3267287423821196,0.3342260846419072,0.33455988699338746,0.011222491929151899,188
entropy,116,34,0.5757718717264442,0.613584284600449,0.5622228706955096,0.5830317478316015,0.5794480083520347,0.5828117566412079,0.01692202044542633,149
entropy,116,67,0.5854282731694461,0.6295118137437924,0.5740373407225338,0.5959629270978651,0.5718077374279399,0.5913496184323155,0.020948976921304926,141
entropy,116,100,0.5946432622197291,0.6324470593674675,0.5754134144530454,0.6248241944004782,0.5902985621863261,0.6035252985254093,0.02160660253218589,105
entropy,116,133,0.5844633977972035,0.6414656274561554,0.5880574876506326,0.6161817748606678,0.6027231003102285,0.6065782776149776,0.020766821136600278,83
entropy,116,167,0.5945211560453758,0.6462520873672658,0.5869037740976756,0.6217785377635623,0.5928512063645894,0.6084613523276938,0.022397419455315714,66
entropy,116,200,0.587169188111166,0.6461878147081688,0.592401304786901,0.6251868256613993,0.6031319842712528,0.6108154235077776,0.02197727332630008,38
entropy,116,233,0.6042119830648579,0.646975826971383,0.5923313379346193,0.6236469300284555,0.6028363907269774,0.6140004937452587,0.019341307015962483,17
entropy,116,266,0.5953625164421583,0.6460387410595665,0.5886038072515513,0.6278969740576967,0.5964052321345489,0.6108614541891043,0.022236243942406662,37
entropy,116,300,0.5952602417725266,0.6418820176294144,0.5984378584163239,0.6350154778998875,0.6065384060618009,0.6154268003559906,0.019276475794924097,6
entropy,133,1,0.33288799895498666,0.33301053934603864,0.3117764953563825,0.3195882585958383,0.35155716357717703,0.3297640911660846,0.013581880593531262,193
entropy,133,34,0.5634538309378225,0.5926142876587744,0.5654280744179091,0.5958648045621515,0.5694699448395363,0.5773661884832387,0.01395081538040709,153
entropy,133,67,0.5803983211125034,0.6283376864194069,0.5799190832138168,0.6041325248120628,0.5899304038741633,0.5965436038863906,0.018161688593166067,130
entropy,133,100,0.5795322436233233,0.6386907415518339,0.5778321911646197,0.6063298558455666,0.596785538837241,0.5998341142045168,0.022170144458684007,117
entropy,133,133,0.5908568768493027,0.6385468336213272,0.5831318311975352,0.6363274147755983,0.5967493646132609,0.6091224642114048,0.02352930568538568,58
entropy,133,167,0.5997064016630603,0.6408819183449159,0.5884846770792028,0.6157573020311302,0.5920408949884761,0.6073742388213571,0.019202932267894605,77
entropy,133,200,0.6006975591429351,0.6519289548230952,0.5908465369371336,0.6254584759874883,0.6023524109203431,0.614256787562199,0.021992165434970304,13
entropy,133,233,0.5985682263663983,0.6366454852902419,0.5920095393546918,0.6241750004858008,0.5999429471419998,0.6102682397278265,0.017123312747222317,48
entropy,133,266,0.604577178972556,0.6468309288108751,0.5915474848158487,0.6115592864293887,0.6028319794167443,0.6114693716890826,0.018811891181038865,32
entropy,133,300,0.5983459969763212,0.6376647508646753,0.5921113072866664,0.632041974120972,0.6024340556892871,0.6125196169875844,0.018614560652963755,27
